date,vendor,amount,department,category,payment_method,invoice_no,notes
2025-01-16,Datadog,22561.39,HR & Admin,Vendors,Credit Card,NOR-20250534,type=normal; cycle=monthly
2025-01-10,Ola Corporate,23354.96,Product,,Bank Transfer,NOR-20250863,type=normal; cycle=adhoc
2025-01-02,Atlassian,19507.94,Product,,Bank Transfer,NOR-20250692,type=normal; cycle=quarterly
2025-01-01,Postman,7483.75,Marketing,Other,Credit Card,NOR-20250066,type=normal; cycle=quarterly
2025-01-03,Uber for Business,16774.57,Design,Equipment,Credit Card,NOR-20250061,type=normal; cycle=monthly
2025-01-04,Freshworks,5826.78,Sales,,Bank Transfer,NOR-20251337,type=normal; cycle=adhoc
2025-01-01,Ola Corporate,28656.36,Sales,Software,UPI,NOR-20250538,type=normal; cycle=monthly
2025-01-29,Dropbox Business,29715.67,HR & Admin,,Credit Card,NOR-20250964,type=normal; cycle=quarterly
2025-01-21,Zoom Communications,13656.19,Sales,Travel,Credit Card,NOR-20251193,type=normal; cycle=adhoc
2025-01-08,Figma,3692.44,Infrastructure,Software,Bank Transfer,NOR-20250227,type=normal; cycle=adhoc
2025-01-21,Employee Reimbursement - Ravi Kumar,24731.84,Marketing,Vendors,Reimbursement,REB-20250031,type=reimbursement; claimant=Ravi Kumar
2025-01-02,Slack Technologies,26613.82,Product,Vendors,Credit Card,NOR-20251118,type=normal; cycle=monthly
2025-01-19,ICICI Bank Charges,8467.43,Product,Office,Bank Transfer,NOR-20250116,type=normal; cycle=adhoc
2025-01-13,Databricks,45114.95,,,Credit Card,HSP-20250150,type=high_spend; variance_band=v1
2025-01-24,Helix Rare Vendor 047,48530.02,Design,,Bank Transfer,RVR-20250046,type=rare_vendor; first_seen=true
2025-01-15,Notion Labs,29188.65,Operations,Marketing,Bank Transfer,NOR-20250639,type=normal; cycle=adhoc
2025-01-28,Razorpay Fees,11992.21,Sales,,Bank Transfer,NOR-20251024,type=normal; cycle=adhoc
2025-01-16,Airtel Broadband,23143.38,Product,Marketing,Bank Transfer,NOR-20251251,type=normal; cycle=adhoc
2025-01-18,Employee Reimbursement - Meera Singh,24068.86,HR & Admin,Office,Reimbursement,REB-20250050,type=reimbursement; claimant=Meera Singh
2025-01-31,GitHub Enterprise,6019.41,Product,Equipment,Credit Card,NOR-20250494,type=normal; cycle=quarterly
2025-01-21,Figma,24158.68,Infrastructure,Office,UPI,NOR-20251178,type=normal; cycle=quarterly
2025-01-26,Figma,13237.68,HR & Admin,,Bank Transfer,NOR-20251094,type=normal; cycle=quarterly
2025-01-15,Google Workspace,6033.68,Infrastructure,Equipment,Bank Transfer,NOR-20250153,type=normal; cycle=adhoc
2025-01-22,Canva Teams,17727.67,Operations,,Credit Card,NOR-20250589,type=normal; cycle=monthly
2025-01-06,Postman,26112.24,Sales,,Credit Card,NOR-20250323,type=normal; cycle=quarterly
2025-01-10,Quantum Office Supply,71807.01,,Software,Bank Transfer,DUP-20250015,type=duplicate; pair=015; copy=1
2025-01-06,Spectrum Tech,35071.68,Product,,Credit Card,DUP-20250029,type=duplicate; pair=029; copy=1
2025-01-01,GCP BigQuery,238997.89,Infrastructure,,Credit Card,HSP-20250000,type=high_spend; variance_band=v1
2025-01-01,Vendor ABC Pvt Ltd,74682.07,Operations,Software,Bank Transfer,DUP-20250025,type=duplicate; pair=025; copy=2
2025-01-22,Figma,23336.99,Sales,Vendors,Bank Transfer,NOR-20250514,type=normal; cycle=adhoc
2025-01-16,Northstar Consulting,89545.14,Marketing,,Credit Card,DUP-20250050,type=duplicate; pair=050; copy=2
2025-01-26,Slack Technologies,5432.62,HR & Admin,,Bank Transfer,NOR-20250458,type=normal; cycle=quarterly
2025-01-02,Google Workspace,17585.82,Engineering,Vendors,Bank Transfer,NOR-20250046,type=normal; cycle=monthly
2025-01-11,Microsoft 365,13949.83,Infrastructure,Office,UPI,NOR-20250677,type=normal; cycle=monthly
2025-01-25,Swiggy Corporate,5764.04,Product,,Credit Card,NOR-20251107,type=normal; cycle=adhoc
2025-01-25,LinkedIn Recruiter,28284.43,Infrastructure,Travel,Credit Card,NOR-20251231,type=normal; cycle=adhoc
2025-01-03,Slack Technologies,14374.05,,Travel,Credit Card,NOR-20250105,type=normal; cycle=adhoc
2025-01-22,Miro,24462.76,Sales,Software,Credit Card,NOR-20250472,type=normal; cycle=adhoc
2025-01-11,LinkedIn Recruiter,20506.83,Engineering,,UPI,NOR-20251021,type=normal; cycle=adhoc
2025-01-14,Zomato Business,1052.88,Sales,Other,Bank Transfer,NOR-20250241,type=normal; cycle=adhoc
2025-01-05,Razorpay Fees,29147.25,,Other,Bank Transfer,NOR-20250206,type=normal; cycle=monthly
2025-01-21,Swiggy Corporate,10861.32,Design,,Bank Transfer,NOR-20250610,type=normal; cycle=adhoc
2025-01-03,Adobe Creative Cloud,27439.53,,,UPI,NOR-20251059,type=normal; cycle=quarterly
2025-01-17,Employee Reimbursement - Vikram Rao,13233.17,Sales,,Reimbursement,REB-20250069,type=reimbursement; claimant=Vikram Rao
2025-01-25,Swiggy Corporate,6123.01,Marketing,Other,Credit Card,NOR-20250160,type=normal; cycle=quarterly
2025-01-30,Adobe Creative Cloud,6610.82,,Equipment,Bank Transfer,NOR-20251165,type=normal; cycle=adhoc
2025-01-09,Slack Technologies,18142.08,Design,Vendors,Bank Transfer,NOR-20250145,type=normal; cycle=adhoc
2025-01-24,Jio Fiber,2657.76,,Travel,Credit Card,NOR-20250770,type=normal; cycle=monthly
2025-01-06,Datadog,25456.03,HR & Admin,,Bank Transfer,NOR-20251280,type=normal; cycle=adhoc
2025-01-22,Employee Reimbursement - Neha Sharma,18530.86,Sales,Vendors,Reimbursement,REB-20250091,type=reimbursement; claimant=Neha Sharma
2025-01-04,Datadog,11132.59,Engineering,,UPI,NOR-20250898,type=normal; cycle=monthly
2025-01-26,Proxima Solutions,69887.84,Marketing,Software,Credit Card,DUP-20250078,type=duplicate; pair=078; copy=1
2025-01-29,GitHub Enterprise,22885.81,Product,Office,UPI,NOR-20250282,type=normal; cycle=monthly
2025-01-01,Employee Reimbursement - Ishita Das,21048.45,Operations,,Reimbursement,REB-20250084,type=reimbursement; claimant=Ishita Das
2025-01-11,Freshworks,1155.98,Infrastructure,,UPI,NOR-20251266,type=normal; cycle=quarterly
2025-01-18,Jio Fiber,20982.20,Infrastructure,Vendors,Credit Card,NOR-20250730,type=normal; cycle=quarterly
2025-01-05,Canva Teams,26806.75,Product,,UPI,NOR-20250721,type=normal; cycle=adhoc
2025-01-24,RapidOps Vendor,57792.66,Design,,Credit Card,DUP-20250028,type=duplicate; pair=028; copy=2
2025-01-02,Vendor ABC Pvt Ltd,23909.16,Sales,Vendors,Credit Card,DUP-20250072,type=duplicate; pair=072; copy=2
2025-01-18,IndiaMART,2476.67,Operations,Marketing,Bank Transfer,NOR-20251168,type=normal; cycle=monthly
2025-01-11,Freshworks,17584.72,,Travel,Credit Card,NOR-20250424,type=normal; cycle=monthly
2025-01-07,Urban Company,2804.03,Sales,Software,UPI,NOR-20250389,type=normal; cycle=adhoc
2025-01-13,Office Depot,23127.46,Sales,,Bank Transfer,NOR-20251016,type=normal; cycle=quarterly
2025-01-05,Adobe Creative Cloud,22252.71,,,Bank Transfer,NOR-20251081,type=normal; cycle=monthly
2025-01-24,Zoom Communications,21550.13,Operations,Other,Bank Transfer,NOR-20251315,type=normal; cycle=quarterly
2025-01-30,Salesforce,87515.36,Infrastructure,,Credit Card,HSP-20250224,type=high_spend; variance_band=v1
2025-01-30,HubSpot Enterprise,76571.78,Infrastructure,Marketing,Bank Transfer,HSP-20250054,type=high_spend; variance_band=v2
2025-01-25,Figma,15726.58,Infrastructure,,Bank Transfer,NOR-20251397,type=normal; cycle=monthly
2025-01-06,Zomato Business,15700.78,,Office,UPI,NOR-20250379,type=normal; cycle=monthly
2025-01-28,Swiggy Corporate,12307.38,Product,Travel,Bank Transfer,NOR-20250697,type=normal; cycle=adhoc
2025-01-15,Google Workspace,23011.72,Marketing,Office,UPI,NOR-20250147,type=normal; cycle=adhoc
2025-01-03,BluePeak Systems,36337.11,Product,Other,Bank Transfer,DUP-20250052,type=duplicate; pair=052; copy=2
2025-01-17,AWS Cloud Services,25881.29,Sales,Office,UPI,NOR-20251163,type=normal; cycle=quarterly
2025-01-03,Miro,17811.38,Engineering,Office,Credit Card,NOR-20250835,type=normal; cycle=quarterly
2025-01-04,Snowflake,180772.07,,,Credit Card,HSP-20250145,type=high_spend; variance_band=v1
2025-01-10,Jio Fiber,26012.82,Design,Marketing,UPI,NOR-20250736,type=normal; cycle=adhoc
2025-01-07,Atlassian,13875.60,Infrastructure,,Bank Transfer,NOR-20250010,type=normal; cycle=quarterly
2025-01-26,Employee Reimbursement - Ishita Das,20283.89,Operations,Office,Reimbursement,REB-20250078,type=reimbursement; claimant=Ishita Das
2025-01-13,LinkedIn Recruiter,24417.10,HR & Admin,Marketing,UPI,NOR-20250068,type=normal; cycle=monthly
2025-01-22,Razorpay Fees,1666.65,Sales,,UPI,NOR-20250416,type=normal; cycle=adhoc
2025-01-08,Nimbus Data Labs,63999.61,Marketing,Office,Bank Transfer,DUP-20250000,type=duplicate; pair=000; copy=1
2025-01-31,Notion Labs,5400.11,Marketing,,UPI,NOR-20251369,type=normal; cycle=quarterly
2025-01-31,Notion Labs,17343.71,Sales,,UPI,NOR-20251288,type=normal; cycle=adhoc
2025-01-22,Miro,17305.42,Engineering,Equipment,Credit Card,NOR-20250049,type=normal; cycle=quarterly
2025-01-27,HDFC Bank Charges,16753.32,HR & Admin,,Bank Transfer,NOR-20251192,type=normal; cycle=adhoc
2025-01-20,Zoom Communications,16169.41,Marketing,,Credit Card,NOR-20250176,type=normal; cycle=monthly
2025-01-09,Uber for Business,20346.65,HR & Admin,Vendors,Credit Card,NOR-20250393,type=normal; cycle=quarterly
2025-01-24,Azure Compute,215056.09,Infrastructure,Marketing,Bank Transfer,HSP-20250177,type=high_spend; variance_band=v2
2025-01-09,Airtel Broadband,2767.44,HR & Admin,Travel,Credit Card,NOR-20251082,type=normal; cycle=adhoc
2025-01-23,AWS Cloud Services,5985.16,Sales,,Bank Transfer,NOR-20250888,type=normal; cycle=monthly
2025-01-23,Adobe Creative Cloud,24316.80,Design,,Bank Transfer,NOR-20250331,type=normal; cycle=monthly
2025-01-14,Salesforce,206392.32,Engineering,Vendors,Bank Transfer,HSP-20250079,type=high_spend; variance_band=v2
2025-01-31,IndiaMART,4758.38,Product,,UPI,NOR-20250412,type=normal; cycle=quarterly
2025-01-11,Swiggy Corporate,10300.41,Design,Other,Bank Transfer,NOR-20250461,type=normal; cycle=quarterly
2025-01-13,Miro,24017.34,Operations,Vendors,UPI,NOR-20250585,type=normal; cycle=monthly
2025-01-28,Zenith Rare Vendor 034,12521.07,Product,,UPI,RVR-20250033,type=rare_vendor; first_seen=true
2025-01-24,Microsoft 365,28118.35,Marketing,Vendors,UPI,NOR-20250896,type=normal; cycle=monthly
2025-01-04,Slack Technologies,22874.04,Sales,Travel,Bank Transfer,NOR-20251005,type=normal; cycle=monthly
2025-01-25,Jio Fiber,17549.04,Product,,Bank Transfer,NOR-20250517,type=normal; cycle=adhoc
2025-01-14,AWS Cloud Services,29365.48,Product,Vendors,UPI,NOR-20250400,type=normal; cycle=adhoc
2025-01-26,Ola Corporate,1883.08,Infrastructure,,UPI,NOR-20250409,type=normal; cycle=quarterly
2025-01-04,Zoom Communications,14194.37,,Travel,Credit Card,NOR-20251139,type=normal; cycle=monthly
2025-01-31,Notion Labs,21063.92,Product,Marketing,Credit Card,NOR-20251175,type=normal; cycle=adhoc
2025-01-05,Google Workspace,19420.50,Marketing,Vendors,Bank Transfer,NOR-20251305,type=normal; cycle=adhoc
2025-01-12,Uber for Business,7403.09,Operations,Travel,Bank Transfer,NOR-20250272,type=normal; cycle=monthly
2025-01-19,Office Depot,18682.10,HR & Admin,Vendors,UPI,NOR-20250773,type=normal; cycle=monthly
2025-01-18,Datadog,28837.31,Sales,Software,UPI,NOR-20250920,type=normal; cycle=monthly
2025-01-31,Zomato Business,11923.44,,Travel,UPI,NOR-20251430,type=normal; cycle=monthly
2025-01-11,Office Depot,24908.87,Design,Office,UPI,NOR-20250220,type=normal; cycle=monthly
2025-01-31,ICICI Bank Charges,10091.54,,,UPI,NOR-20250657,type=normal; cycle=adhoc
2025-01-12,GCP BigQuery,233695.07,Marketing,Equipment,Credit Card,HSP-20250225,type=high_spend; variance_band=v1
2025-01-17,RapidOps Vendor,20368.98,Engineering,,Credit Card,DUP-20250002,type=duplicate; pair=002; copy=1
2025-01-28,Cloudflare,6816.20,HR & Admin,Office,Bank Transfer,NOR-20251292,type=normal; cycle=quarterly
2025-01-13,Swiggy Corporate,13422.72,Sales,Software,Credit Card,NOR-20251242,type=normal; cycle=quarterly
2025-01-10,Notion Labs,1732.31,Design,Equipment,UPI,NOR-20250766,type=normal; cycle=monthly
2025-01-21,Azure Compute,159854.54,Sales,Vendors,Bank Transfer,HSP-20250123,type=high_spend; variance_band=v2
2025-01-07,Jio Fiber,23762.57,Infrastructure,Other,Bank Transfer,NOR-20250904,type=normal; cycle=adhoc
2025-01-11,Urban Company,12546.27,Infrastructure,,Credit Card,NOR-20250149,type=normal; cycle=monthly
2025-01-14,AWS Enterprise Support,82968.54,Engineering,Marketing,Bank Transfer,HSP-20250095,type=high_spend; variance_band=v2
2025-01-31,AWS Cloud Services,15837.65,Operations,Travel,Bank Transfer,NOR-20250076,type=normal; cycle=monthly
2025-01-05,Proxima Solutions,69887.84,Marketing,Software,Credit Card,DUP-20250078,type=duplicate; pair=078; copy=2
2025-01-09,Horizon Rare Vendor 025,37598.21,,Vendors,UPI,RVR-20250024,type=rare_vendor; first_seen=true
2025-01-11,Canva Teams,1432.16,Design,Software,Bank Transfer,NOR-20251253,type=normal; cycle=quarterly
2025-01-04,Microsoft 365,7916.41,,Vendors,Credit Card,NOR-20250126,type=normal; cycle=quarterly
2025-01-16,Canva Teams,14980.92,Engineering,,Bank Transfer,NOR-20250131,type=normal; cycle=quarterly
2025-01-28,Adobe Creative Cloud,8102.59,Engineering,Office,Credit Card,NOR-20250860,type=normal; cycle=quarterly
2025-01-29,Employee Reimbursement - Arjun Patel,23945.78,HR & Admin,Vendors,Reimbursement,REB-20250079,type=reimbursement; claimant=Arjun Patel
2025-01-12,Urban Company,1692.38,Product,,Credit Card,NOR-20250786,type=normal; cycle=quarterly
2025-01-04,Google Ads,103447.94,Marketing,Vendors,Bank Transfer,HSP-20250051,type=high_spend; variance_band=v3
2025-01-07,Ola Corporate,26248.12,Engineering,Vendors,Credit Card,NOR-20250356,type=normal; cycle=adhoc
2025-01-23,Ola Corporate,25495.31,Design,,Credit Card,NOR-20250215,type=normal; cycle=quarterly
2025-01-07,Miro,6321.07,Design,Office,Credit Card,NOR-20250484,type=normal; cycle=adhoc
2025-01-23,Meta Ads,48071.86,,Marketing,Credit Card,HSP-20250189,type=high_spend; variance_band=v2
2025-01-04,Employee Reimbursement - Vikram Rao,10230.42,HR & Admin,,Reimbursement,REB-20250037,type=reimbursement; claimant=Vikram Rao
2025-01-14,Snowflake,139736.77,Infrastructure,Vendors,Bank Transfer,HSP-20250215,type=high_spend; variance_band=v2
2025-01-19,Salesforce,237181.00,Infrastructure,Vendors,Bank Transfer,HSP-20250140,type=high_spend; variance_band=v3
2025-01-04,Nimbus Data Labs,63999.61,Marketing,,Bank Transfer,DUP-20250000,type=duplicate; pair=000; copy=2
2025-01-20,Oracle Cloud,244944.95,Sales,,Credit Card,HSP-20250116,type=high_spend; variance_band=v1
2025-01-10,HDFC Bank Charges,16271.74,Product,,Bank Transfer,NOR-20250662,type=normal; cycle=adhoc
2025-01-31,Spectrum Tech,44872.10,Design,,Bank Transfer,DUP-20250051,type=duplicate; pair=051; copy=2
2025-01-21,Uber for Business,22977.96,Product,Vendors,Credit Card,NOR-20251391,type=normal; cycle=monthly
2025-01-27,Adobe Creative Cloud,27527.50,Infrastructure,Software,Credit Card,NOR-20251022,type=normal; cycle=quarterly
2025-01-10,GitHub Enterprise,8612.97,Infrastructure,,UPI,NOR-20250217,type=normal; cycle=adhoc
2025-01-21,Jio Fiber,1028.50,,Software,Credit Card,NOR-20251362,type=normal; cycle=monthly
2025-01-05,Uber for Business,27326.94,HR & Admin,Vendors,Bank Transfer,NOR-20250197,type=normal; cycle=monthly
2025-01-01,Swiggy Corporate,29020.93,Infrastructure,Other,Bank Transfer,NOR-20250474,type=normal; cycle=monthly
2025-01-20,Slack Technologies,7892.86,,Marketing,UPI,NOR-20250325,type=normal; cycle=quarterly
2025-01-31,AWS Enterprise Support,95366.54,Marketing,Vendors,Bank Transfer,HSP-20250060,type=high_spend; variance_band=v3
2025-01-24,AWS Cloud Services,10339.92,Marketing,,Bank Transfer,NOR-20250060,type=normal; cycle=monthly
2025-01-21,Atlassian,22677.42,HR & Admin,Other,UPI,NOR-20250092,type=normal; cycle=quarterly
2025-01-03,Atlassian,19982.63,,Marketing,Credit Card,NOR-20250138,type=normal; cycle=adhoc
2025-01-08,Airtel Broadband,21104.27,Marketing,,Credit Card,NOR-20250826,type=normal; cycle=quarterly
2025-01-28,Office Depot,5508.49,Infrastructure,Software,Bank Transfer,NOR-20251264,type=normal; cycle=adhoc
2025-01-03,Employee Reimbursement - Ishita Das,11072.35,Sales,,Reimbursement,REB-20250027,type=reimbursement; claimant=Ishita Das
2025-01-31,Microsoft 365,26758.27,Operations,Vendors,UPI,NOR-20250712,type=normal; cycle=quarterly
2025-01-16,Jio Fiber,29280.23,Infrastructure,,UPI,NOR-20251189,type=normal; cycle=quarterly
2025-01-15,Proxima Solutions,70667.21,Marketing,Software,Bank Transfer,DUP-20250048,type=duplicate; pair=048; copy=2
2025-01-05,Figma,5514.61,Marketing,,Credit Card,NOR-20250663,type=normal; cycle=quarterly
2025-01-20,GitHub Enterprise,26057.19,Infrastructure,,UPI,NOR-20251429,type=normal; cycle=adhoc
2025-01-12,Postman,16028.60,Design,Equipment,Bank Transfer,NOR-20250265,type=normal; cycle=monthly
2025-01-24,Datadog,3057.30,,Marketing,Credit Card,NOR-20250530,type=normal; cycle=adhoc
2025-01-18,HDFC Bank Charges,2803.42,HR & Admin,Equipment,Credit Card,NOR-20251076,type=normal; cycle=quarterly
2025-01-02,RapidOps Vendor,32832.12,Product,Office,Bank Transfer,DUP-20250012,type=duplicate; pair=012; copy=1
2025-01-02,HubSpot Enterprise,238151.16,Sales,,Bank Transfer,HSP-20250148,type=high_spend; variance_band=v1
2025-01-05,Microsoft 365,18591.26,Infrastructure,Equipment,Bank Transfer,NOR-20251038,type=normal; cycle=monthly
2025-01-13,HubSpot Enterprise,84701.60,Infrastructure,Marketing,Credit Card,HSP-20250011,type=high_spend; variance_band=v1
2025-01-17,ICICI Bank Charges,23711.32,,Equipment,UPI,NOR-20251179,type=normal; cycle=adhoc
2025-01-16,Jio Fiber,29348.37,Marketing,Office,UPI,NOR-20250369,type=normal; cycle=quarterly
2025-01-03,Miro,11948.64,HR & Admin,,UPI,NOR-20251349,type=normal; cycle=quarterly
2025-01-31,Zomato Business,9072.39,Design,,Credit Card,NOR-20251240,type=normal; cycle=quarterly
2025-01-05,HDFC Bank Charges,18567.23,Operations,,Credit Card,NOR-20250966,type=normal; cycle=adhoc
2025-01-21,Freshworks,14872.12,Infrastructure,Travel,Credit Card,NOR-20250771,type=normal; cycle=adhoc
2025-01-21,Quantum Office Supply,55642.26,,Other,Credit Card,DUP-20250067,type=duplicate; pair=067; copy=2
2025-01-18,Vertex Analytics,15409.30,Engineering,Vendors,Bank Transfer,DUP-20250036,type=duplicate; pair=036; copy=1
2025-01-10,Cloudflare,578.93,Product,,UPI,NOR-20250139,type=normal; cycle=quarterly
2025-01-25,Cloudflare,14538.14,Engineering,Other,UPI,NOR-20250806,type=normal; cycle=adhoc
2025-01-16,Northstar Consulting,77186.66,Sales,,Bank Transfer,DUP-20250037,type=duplicate; pair=037; copy=1
2025-01-15,HDFC Bank Charges,3335.29,,,Credit Card,NOR-20251348,type=normal; cycle=quarterly
2025-01-28,Google Ads,139800.76,Sales,,Bank Transfer,HSP-20250121,type=high_spend; variance_band=v1
2025-01-24,Oracle Cloud,220546.34,Marketing,Vendors,Credit Card,HSP-20250167,type=high_spend; variance_band=v3
2025-01-09,Jio Fiber,11069.48,Operations,Office,Bank Transfer,NOR-20250570,type=normal; cycle=quarterly
2025-01-21,Notion Labs,25182.29,Product,Equipment,UPI,NOR-20250286,type=normal; cycle=monthly
2025-01-29,Employee Reimbursement - Meera Singh,21389.46,HR & Admin,Travel,Reimbursement,REB-20250097,type=reimbursement; claimant=Meera Singh
2025-01-01,AWS Enterprise Support,79713.63,Infrastructure,,Bank Transfer,HSP-20250024,type=high_spend; variance_band=v3
2025-01-05,Slack Technologies,7051.53,HR & Admin,Other,Bank Transfer,NOR-20250941,type=normal; cycle=monthly
2025-01-28,HDFC Bank Charges,9724.86,Sales,Software,Credit Card,NOR-20250694,type=normal; cycle=monthly
2025-01-16,Zomato Business,25780.73,Product,Other,Credit Card,NOR-20251153,type=normal; cycle=adhoc
2025-01-16,Employee Reimbursement - Asha Reddy,6285.45,,Other,Reimbursement,REB-20250004,type=reimbursement; claimant=Asha Reddy
2025-01-23,Vendor ABC Pvt Ltd,59432.16,Infrastructure,,Bank Transfer,DUP-20250023,type=duplicate; pair=023; copy=2
2025-01-04,Notion Labs,22835.91,Engineering,,UPI,NOR-20250720,type=normal; cycle=adhoc
2025-01-08,GitHub Enterprise,16119.07,Design,Travel,UPI,NOR-20250310,type=normal; cycle=quarterly
2025-01-03,Office Depot,24045.34,Sales,Equipment,UPI,NOR-20251343,type=normal; cycle=quarterly
2025-01-31,Jio Fiber,10088.96,Product,Equipment,Bank Transfer,NOR-20250357,type=normal; cycle=quarterly
2025-01-08,Atlassian,21875.26,,,Credit Card,NOR-20250128,type=normal; cycle=quarterly
2025-01-07,Zoom Communications,16664.50,Product,Office,Credit Card,NOR-20251050,type=normal; cycle=quarterly
2025-01-31,Freshworks,4832.52,Marketing,Travel,Credit Card,NOR-20250799,type=normal; cycle=adhoc
2025-01-22,Miro,18497.08,Operations,Office,UPI,NOR-20251075,type=normal; cycle=adhoc
2025-01-03,HubSpot Enterprise,169856.71,Infrastructure,Vendors,Credit Card,HSP-20250006,type=high_spend; variance_band=v2
2025-01-23,Jio Fiber,23138.78,Product,Vendors,UPI,NOR-20250714,type=normal; cycle=quarterly
2025-01-01,Google Workspace,18726.14,,,Bank Transfer,NOR-20250431,type=normal; cycle=monthly
2025-01-15,Figma,3398.42,,,UPI,NOR-20251030,type=normal; cycle=monthly
2025-01-29,Office Depot,21440.28,HR & Admin,,Credit Card,NOR-20251025,type=normal; cycle=quarterly
2025-01-20,Employee Reimbursement - Karan Gupta,4919.11,HR & Admin,Office,Reimbursement,REB-20250094,type=reimbursement; claimant=Karan Gupta
2025-01-28,Cloudflare,10018.49,Operations,,UPI,NOR-20250324,type=normal; cycle=quarterly
2025-01-03,Freshworks,12282.31,Operations,,UPI,NOR-20250018,type=normal; cycle=quarterly
2025-01-11,Office Depot,27818.24,Design,Vendors,UPI,NOR-20250567,type=normal; cycle=quarterly
2025-01-02,AWS Cloud Services,19199.67,Design,,Bank Transfer,NOR-20250938,type=normal; cycle=adhoc
2025-01-14,Meta Ads,156363.89,Infrastructure,,Credit Card,HSP-20250040,type=high_spend; variance_band=v2
2025-01-23,Figma,26560.37,,Marketing,Bank Transfer,NOR-20250958,type=normal; cycle=adhoc
2025-01-29,Helix Rare Vendor 029,76943.39,Operations,,Bank Transfer,RVR-20250028,type=rare_vendor; first_seen=true
2025-01-22,Summit Rare Vendor 054,56228.77,HR & Admin,Software,Credit Card,RVR-20250053,type=rare_vendor; first_seen=true
2025-01-06,ICICI Bank Charges,20784.86,Sales,Other,Bank Transfer,NOR-20250087,type=normal; cycle=monthly
2025-01-08,Swiggy Corporate,22142.90,Engineering,,Bank Transfer,NOR-20250910,type=normal; cycle=adhoc
2025-01-10,Zomato Business,6451.88,,,UPI,NOR-20251269,type=normal; cycle=monthly
2025-01-21,Figma,6642.57,Design,,Bank Transfer,NOR-20251345,type=normal; cycle=quarterly
2025-01-15,Zoom Communications,5902.67,Product,Travel,Credit Card,NOR-20251332,type=normal; cycle=adhoc
2025-01-02,IndiaMART,12987.08,,,Credit Card,NOR-20251321,type=normal; cycle=adhoc
2025-01-12,Figma,1642.38,,Marketing,Credit Card,NOR-20250069,type=normal; cycle=quarterly
2025-01-13,Swiggy Corporate,14392.86,,Software,UPI,NOR-20250620,type=normal; cycle=adhoc
2025-01-11,Employee Reimbursement - Vikram Rao,4817.18,Marketing,Travel,Reimbursement,REB-20250072,type=reimbursement; claimant=Vikram Rao
2025-01-04,Miro,16340.62,,Other,UPI,NOR-20250022,type=normal; cycle=quarterly
2025-01-05,Freshworks,5256.76,Design,Software,Credit Card,NOR-20250797,type=normal; cycle=monthly
2025-01-31,Zoom Communications,7811.03,Design,Equipment,Credit Card,NOR-20251155,type=normal; cycle=adhoc
2025-01-29,Canva Teams,5459.91,Sales,,UPI,NOR-20250246,type=normal; cycle=monthly
2025-01-30,Slack Technologies,23513.60,Infrastructure,Travel,Bank Transfer,NOR-20250936,type=normal; cycle=quarterly
2025-01-16,Cloudflare,27761.89,Design,Other,UPI,NOR-20250580,type=normal; cycle=quarterly
2025-01-07,Notion Labs,26746.52,Marketing,Travel,Bank Transfer,NOR-20250057,type=normal; cycle=adhoc
2025-01-23,Slack Technologies,10173.64,HR & Admin,,Bank Transfer,NOR-20250303,type=normal; cycle=adhoc
2025-01-18,Datadog,5423.86,Sales,Software,Credit Card,NOR-20250870,type=normal; cycle=quarterly
2025-01-01,Google Ads,161571.96,Engineering,Vendors,Credit Card,HSP-20250226,type=high_spend; variance_band=v1
2025-01-09,Cloudflare,17356.59,Operations,Other,Credit Card,NOR-20250853,type=normal; cycle=adhoc
2025-01-08,Canva Teams,21990.36,Sales,,UPI,NOR-20250950,type=normal; cycle=monthly
2025-01-04,Employee Reimbursement - Asha Reddy,4243.75,Sales,Vendors,Reimbursement,REB-20250041,type=reimbursement; claimant=Asha Reddy
2025-01-27,Oracle Cloud,140213.24,Engineering,Software,Bank Transfer,HSP-20250198,type=high_spend; variance_band=v3
2025-01-15,Canva Teams,4586.41,Product,Other,Bank Transfer,NOR-20251428,type=normal; cycle=adhoc
2025-01-19,Jio Fiber,17319.72,Design,,Bank Transfer,NOR-20250790,type=normal; cycle=quarterly
2025-01-28,Microsoft 365,28443.99,Operations,Office,UPI,NOR-20250801,type=normal; cycle=quarterly
2025-01-03,Zomato Business,15014.85,Engineering,,UPI,NOR-20250563,type=normal; cycle=quarterly
2025-01-03,Apex Services,73874.53,,Other,Credit Card,DUP-20250049,type=duplicate; pair=049; copy=2
2025-01-16,Microsoft 365,1228.82,Infrastructure,,UPI,NOR-20250752,type=normal; cycle=quarterly
2025-01-09,Adobe Creative Cloud,29595.21,,,UPI,NOR-20251009,type=normal; cycle=quarterly
2025-01-16,Jio Fiber,14972.28,HR & Admin,Other,UPI,NOR-20251205,type=normal; cycle=quarterly
2025-01-31,ICICI Bank Charges,11080.88,Design,Travel,Credit Card,NOR-20250204,type=normal; cycle=monthly
2025-01-07,ICICI Bank Charges,4782.05,Operations,Office,UPI,NOR-20251367,type=normal; cycle=adhoc
2025-01-23,Adobe Creative Cloud,22274.10,Infrastructure,,Credit Card,NOR-20250592,type=normal; cycle=adhoc
2025-01-18,Urban Company,28452.98,Marketing,Equipment,Credit Card,NOR-20250593,type=normal; cycle=quarterly
2025-01-24,Dropbox Business,26394.13,,Equipment,UPI,NOR-20250983,type=normal; cycle=quarterly
